"Source","Url","Bias","Quality"
"Fox News","https://www.foxnews.com/opinion/at-facebook-google-and-many-other-tech-companies-the-level-of-political-intolerance-is-stunning","28.00","20.33"
"Fox News","https://www.foxnews.com/opinion/deroy-murdock-nunes-vs-twitter-this-is-one-lawsuit-where-we-need-to-just-say-no","14.00","31.67"
"Fox News","https://www.foxnews.com/politics/democrats-calls-to-revamp-electoral-college-supreme-court-reveal-panic-lara-trump","16.67","39.33"
"Fox News","https://www.foxnews.com/entertainment/nras-dana-loesch-rips-cnns-award-win-for-town-hall-where-she-was-heckled","21.33","16.67"
"Fox News","https://www.foxnews.com/politics/pelosi-were-not-there-yet-on-impeachment","6.67","41.33"
"Fox News","https://www.foxnews.com/entertainment/kristin-cavallari-jay-cutler-marriage-issues","7.00","30.67"
"Fox News","Fox & Friends","13.00","40.00"
"Fox News","Outnumbered Overtime","18.33","34.67"
"Fox News","The Daily Briefing","13.00","41.00"
"Fox News","Fox & Friends First","24.33","31.00"
"Fox News","Your World with Neil Cavuto","8.67","40.00"
"Fox News","The Five","24.33","21.67"
"Fox News","Life, Liberty, and Levin","26.00","23.67"
"Fox News","Sunday Morning Futures with Maria Bartiromo","3.67","27.00"
"Fox News","Fox News Sunday with Chris Wallace","5.00","46.33"
"Fox News","Fox & Friends","25.66666667","29"
"Fox News","America's Newsroom","16.66666667","33.66666667"
"Fox News","The Daily Briefing","11","38.66666667"
"Fox News","Shepard Smith Reporting","11.66666667","41.33333333"
"Fox News","Your World with Neil Cavuto","18.33333333","42.66666667"
"Fox News","The Story with Martha MacCullum","12.66666667","37.33333333"
"Fox News","Tucker Carlson Tonight","26.33333333","23.66666667"
"Fox News","Fox and Friends Saturday","22.33333333","30.66666667"
"Fox News","Cavuto Live","15.66666667","36.33333333"
"Fox News","America's News HQ","13.33333333","38.66666667"
"Fox News","Watters' World","20","29"
"Fox News","Justice with Judge Jeanine","26.33333333","21.66666667"
"Fox News","The Next Revolution with Steve Hilton","30.66666667","25.33333333"
"Fox News","https://www.foxnews.com/politics/michael-cohen-testifies-about-trump-roger-stone-wikileaks-plot-at-house-hearing-live-blog","18.75","37.00"
"Fox News","https://www.foxnews.com/entertainment/cnn-accused-of-failing-to-disclose-that-bernie-sanders-town-hall-was-loaded-with-democratic-operatives","12.00","35.00"
"Fox News","https://www.foxnews.com/us/amanda-knoxs-instagram-murder-joke-lights-up-social-media","5.50","37.25"
"Fox News","https://www.foxnews.com/opinion/ex-cia-station-chief-cia-gives-trump-valuable-insights-into-kim-and-north-korea","9.00","35.75"
"Fox News","https://www.foxnews.com/us/united-methodist-delegates-reject-recognizing-gay-marriage","9.00","40.75"
"Fox News","https://www.foxnews.com/politics/donald-trump-jr-bashes-michael-cohens-motives-during-house-testimony","25.50","20.75"
"Fox News","https://www.foxnews.com/opinion/tomi-lahren-the-game-is-over","15.50","23.00"
"Fox News","https://www.foxnews.com/politics/hannity-battles-donna-brazile-over-medicare-for-all-green-new-deal-in-lightning-round","14.50","53.50"
"Fox News","https://www.foxnews.com/politics/trump-and-brazils-president-base-important-relationship-on-capitalism-conservatism-and-anti-elitism-matthew-continetti","23.25","33.75"
"Fox News","https://www.foxnews.com/politics/catherine-herridge-someone-in-the-state-dept-likely-involved-in-effort-to-take-down-president-trump","21.50","26.00"
"Fox News","https://www.foxnews.com/opinion/health-care-costs-will-rise-unless-congress-blocks-harmful-tax","14.25","33.25"
"Fox News","https://www.foxnews.com/opinion/laura-ingraham-activists-are-in-our-schools-and-their-numbing-generation-e-to-socialism","27.50","23.50"
"Fox News","https://www.foxnews.com/politics/why-democrats-want-to-abolish-electoral-college-pack-supreme-court","16.50","32.75"
"Fox News","https://www.foxnews.com/politics/rush-limbaugh-republicans-trumps-party-get-on-board","20.50","30.25"
"Fox News","https://www.foxnews.com/politics/eric-swalwell-apology-surveillance-trump-mueller","8.00","38.25"
"Fox News","https://www.foxnews.com/politics/rush-limbaugh-joe-biden-democrats-best-chance-in-2020","28.25","21.00"
"Fox News","https://www.foxnews.com/entertainment/the-view-joy-behar-trump-mueller-report","24.00","23.75"
"Fox News","https://www.foxnews.com/politics/dem-push-impeach-trump-delegitimize-election-mike-lee","19.50","31.75"
"Fox News","https://www.foxnews.com/us/arkansas-woman-allegedly-murders-husband-for-refusing-to-quit-porn-report","6.25","39.25"
"Fox News","https://www.foxnews.com/us/michigan-man-stabbed-dog-triple-sentence","-0.50","48.00"
"Fox News","https://www.foxnews.com/opinion/doug-schoen-democrats-impeachment-quest-is-all-wrong-here-are-3-big-reasons-why","1.00","34.00"
"Fox News","Fox & Friends First","23.25","30.75"
"Fox News","Outnumbered","18.50","33.00"
"Fox News","The Story with Martha MacCullum","19.75","29.50"
"Fox News","Tucker Carlson Tonight","31.00","9.75"
"Fox News","Hannity","33.75","14.25"
"Fox News","The Ingraham Angle","24.00","25.75"
"Fox News","Watters' World","18.00","28.50"
"Fox News","The Greg Gutfeld Show","30.75","13.25"
"Fox News","Justice with Judge Jeanine","34.50","19.50"
"Fox News","The Next Revolution with Steve Hilton","31.50","16.00"
"Fox News","Outnumbered","29","16.5"
"Fox News","Outnumbered Overtime","21.75","33.75"
"Fox News","Hannity","27","17.25"
"Fox News","The Ingraham Angle","30.75","17"
"Fox News","Fox News@Night with Sharon Bream","21","31.5"
"Fox News","The Greg Gutfeld Show","21.75","20.5"
"Fox News","Sunday Morning Futures with Maria Bartiromo","25.5","22.5"
"Fox News","#mediabuzz","17.25","26.25"
"Fox News","Fox News Sunday with Chris Wallace","8","44.75"
"FreeSpeech TV","https://freespeech.org/stories/has-trump-seen-the-mueller-report/","-35.00","17.00"
"FreeSpeech TV","https://freespeech.org/stories/law-professor-trump-will-fabricate-emergency-to-remain-in-power/","-15.00","37.00"
"FreeSpeech TV","https://freespeech.org/stories/comprehensive-immigration/","-20.67","31.00"
"FreeSpeech TV","https://freespeech.org/stories/trump-threatens-military-police-crackdown-against-political-opponents/","-23.75","23.00"
"FreeSpeech TV","https://freespeech.org/stories/this-country-needs-to-get-its-priorities-straight-voices-from-nyc-school-strike-for-climate/","-12.25","36.00"
"FreeSpeech TV","https://freespeech.org/stories/student-climate-strike-aims-to-end-global-warming-before-its-too-late/","-19.25","28.00"
"FreeSpeech TV","https://freespeech.org/stories/trump-tweets-encourage-violence-against-ilhan-omar/","-22.75","22.75"
"FreeSpeech TV","https://freespeech.org/stories/extinction-rebellion-climate-action/","-19.75","38.00"
"FreeSpeech TV","https://freespeech.org/stories/why-some-millionaires-are-fighting-to-pay-more-in-taxes/","-6.00","34.25"
"FreeSpeech TV","https://freespeech.org/stories/trump-joking-wikileaks/","-13.00","32.50"
"Guacamoley","https://guacamoley.com/werk/2019/02/27/anderson-coopers-tongue-twister-about-donald-trump-and-michael-cohens-lies-has-our-heads-spinning/","-9.67","24.33"
"Guacamoley","https://guacamoley.com/same/2019/02/20/the-woman-who-snuck-by-kirsten-gillibrand-at-her-campaign-event-to-get-some-ranch-is-honestly-all-of-us/","-3.33","21.67"
"Guacamoley","https://guacamoley.com/they-tried-it/2019/03/15/guy-bails-woman-first-date-kid-aita/","-3.33","12.00"
"Guacamoley","https://guacamoley.com/they-tried-it/2019/04/17/glenn-beck-is-spouting-his-conspiracy-theories-about-the-notre-dame-fire-now-and-people-are-over-his-bs/","-27.00","19.67"
"Guacamoley","https://guacamoley.com/the-scoop/2019/02/26/photo-of-trump-putting-his-fingers-around-his-eyes-like-tiny-glasses-has-everyone-perplexed-and-concerned/","-24.75","14.00"
"Guacamoley","https://guacamoley.com/werk/2019/02/24/trump-just-won-two-razzie-awards-for-being-his-most-authentic-and-awful-self/","-23.00","28.00"
"Guacamoley","https://guacamoley.com/werk/2019/02/21/shirtless-lincoln-statue-los-angeles/","6.50","35.50"
"Guacamoley","https://guacamoley.com/celebri-tea/2019/03/15/cardi-bs-explanation-for-her-occasionally-off-putting-behavior-with-fans-raises-more-questions-than-it-answers/","-0.50","20.00"
"Guacamoley","https://guacamoley.com/they-tried-it/2019/03/15/a-surgeon-who-appeared-on-i-am-jazz-has-been-fired-for-posting-pictures-of-transgender-patients-genitals-to-instagram/","-10.25","28.50"
"Guacamoley","https://guacamoley.com/the-scoop/2019/03/15/life-improved-woman-ditches-service-job-become-plus-size-porn-star/","-13.50","15.50"
"Guacamoley","https://guacamoley.com/the-scoop/2019/03/15/exposing-swiss-cheese-hip-hop-music-taste-better/","-0.75","31.00"
"Guacamoley","https://guacamoley.com/the-scoop/2019/04/17/trump-just-threw-some-serious-shade-at-fox-news-for-their-very-strange-town-hall-with-bernie-sanders/","-12.00","26.50"
"Guacamoley","https://guacamoley.com/celebri-tea/2019/04/17/dax-shepard-just-told-a-bonkers-story-about-how-he-once-had-sex-with-a-bowl-of-jell-o-and-were-not-ok/","-5.50","10.25"
"Guacamoley","https://guacamoley.com/they-tried-it/2019/04/17/conservative-commentator-claims-voters-will-flock-to-trump-in-2020-because-pete-buttigieg-is-apparently-so-unusual-and-frightening/","-21.25","22.50"
"Guacamoley","https://guacamoley.com/they-tried-it/2019/04/16/drunk-scottish-guy-records-hilarious-video-after-waking-up-in-someone-elses-house-and-realizing-he-tried-and-failed-to-cook-noodles/","0.00","31.00"
"Huffington Post","https://www.huffpost.com/entry/michael-cohen-hearing-takeaways_n_5c76cfb6e4b0031d95649a0d","-12.67","30.33"
"Huffington Post","https://www.huffpost.com/entry/mike-pence-march-short-apologizes-gay-aids_n_5c76a071e4b062b30eb9f6a8","-14.00","53.67"
"Huffington Post","https://www.huffpost.com/entry/michael-cohen-fbi-mueller-investigation-raid_n_5c90ed46e4b0d50545003640","-8.00","49.67"
"Huffington Post","https://www.huffpost.com/entry/trump-god-rest-their-soul-tweet_n_5cb69738e4b082aab08e00ce","-25.67","32.00"
"Huffington Post","https://www.huffpost.com/entry/new-epstein-accuser-targets-dershowitz-in-defamation-lawsuit_n_5cb640a0e4b0ffefe3b87c33","0.00","37.67"
"Huffington Post","https://www.huffpost.com/entry/michael-cohen-congressional-hearing_n_5c754d50e4b03a10c2320192","-5.00","53.75"
"Huffington Post","https://www.huffpost.com/entry/house-background-check-pass_n_5c76d86fe4b08c4f5556b27b","-7.25","53.25"
"Huffington Post","https://www.huffpost.com/entry/lynn-patton-trump-racist_n_5c76cf61e4b062b30eba641f","-17.75","37.75"
"Huffington Post","https://www.huffpost.com/entry/the-women-who-accused-trump-of-sexual-misconduct-are-still-trying-to-be-heard_n_5c910ddee4b071a25a874edd","-15.00","31.00"
"Huffington Post","https://www.huffpost.com/entry/a-boost-to-big-banks-draws-democratic-support_n_5c8ff1bfe4b04ed2c1ad4ab7","-9.25","37.50"
"Huffington Post","https://www.huffpost.com/entry/florida-felony-disenfranchisement-bill_n_5c901a9de4b04ed2c1ad8366","-9.25","41.25"
"Huffington Post","https://www.huffpost.com/entry/katie-pavlich-slavery-outnumbered_n_5c913212e4b09b8d563a29c0","-18.75","30.75"
"Huffington Post","https://www.huffpost.com/entry/tax-refunds-gop-law_n_5c671dcee4b033a799429900","-3.50","40.50"
"Huffington Post","https://www.huffpost.com/entry/trump-veto-yemen-saudi-bill_n_5cb667ace4b082aab08de6a4","-16.00","42.25"
"Huffington Post","https://www.huffpost.com/entry/trump-bernie-sanders-tweetbomb_n_5cb69035e4b098b9a2dbfcad","-12.50","31.25"
"IJR","https://ijr.com/house-democrat-files-bill-make-mueller-report-public/","-1.00","54.33"
"IJR","https://ijr.com/lee-zeldin-double-standard-anti-hate-resolution/","22.00","41.00"
"IJR","https://ijr.com/top-strategists-split-bernie-sanders-2020-white-house-run/","-3.50","45.50"
"IJR","https://ijr.com/court-rejects-stone-aide-challenge-mueller/","-0.50","57.00"
"IJR","https://ijr.com/sherrod-brown-warren-fundraisers-donors-2020/","8.25","46.00"
"IJR","https://ijr.com/trump-lands-in-vietnam-for-second-summit-with-north-koreas-kim/","1.50","47.75"
"IJR","https://ijr.com/crenshaw-calls-out-swalwell-for-alleging-the-nra-called-for-violence/","19.50","33.75"
"IJR","https://ijr.com/scalise-rips-dems-new-investigation-dont-facts-impeach-trump/","6.75","34.25"
"IJR","https://ijr.com/nyc-billboard-ocasio-cortez-blast-amazon-pullout/","17.25","35.50"
"IJR","https://ijr.com/mumps-force-detention-centers-quarantine/","-3.00","48.00"
"InfoWars","https://www.infowars.com/biological-male-is-top-ranked-ncaa-womens-track-star/","10.33","24.67"
"InfoWars","https://www.infowars.com/islamist-tyrant-erdogan-threatens-new-zealanders-theyll-return-in-coffins-if-they-visit-turkey/","8.67","45.33"
"InfoWars","https://www.infowars.com/criminal-defamation-bernie-sanders-says-kaitlin-bennett-is-a-white-supremacist/","30.33","6.33"
"InfoWars","https://www.infowars.com/dem-controlled-house-passes-repeal-of-president-trumps-national-emergency-declaration/","11.00","35.00"
"InfoWars","https://www.infowars.com/this-alex-jones-podcast-is-really-freaking-people-out/","39.75","5.25"
"InfoWars","https://www.infowars.com/irs-insider-federal-reserve-committed-over-100-years-of-fraud-and-deceit/","39.00","8.50"
"InfoWars","https://www.infowars.com/the-reasons-why-the-pope-has-not-defrocked-cardinal-pell/","24.50","18.25"
"InfoWars","https://www.infowars.com/free-speech-goes-dark-web-is-facebook-massacre-video-real/","35.50","9.25"
"InfoWars","https://www.infowars.com/chinese-social-media-users-paying-strangers-to-shower-them-with-compliments/","7.50","35.25"
"InfoWars","https://www.infowars.com/watch-live-globalists-restricting-free-speech-following-new-zealand-attack/","27.50","18.50"
"InfoWars","https://www.infowars.com/high-school-teen-ordered-to-remove-maga-shirt-hat-receives-apology-from-principal/","23.50","34.75"
"InfoWars","https://www.infowars.com/alabama-senator-gets-more-large-donations-from-california-ny-than-own-residents/","21.75","35.50"
"InfoWars","https://www.infowars.com/bernie-supporters-cant-define-socialism/","37.50","9.50"
"InfoWars","https://www.infowars.com/red-alert-trump-is-handing-control-of-the-internet-over-to-the-un-eu-we-only-have-months-to-stop-it/","36.00","19.50"
"InfoWars","https://www.infowars.com/obama-border-patrol-head-crisis-is-worst-in-the-history-of-the-country/","17.50","20.00"
"Intercept","https://theintercept.com/2019/03/19/cory-booker-scolds-kamala-harris-bernie-sanders-bragging-pot-use/","-8.00","34.00"
"Intercept","https://theintercept.com/2019/03/18/bolsonaro-trump-meeting/","-19.33","36.67"
"Intercept","https://theintercept.com/2019/03/13/beto-orourke-running-president-started-weed/","-16.33","42.33"
"Intercept","https://theintercept.com/2019/04/15/saudi-weapons-yemen-us-france/","-5.67","43.33"
"Intercept","https://theintercept.com/2019/02/26/reparations-bernie-sanders/","-21.25","39.50"
"Intercept","https://theintercept.com/2019/02/26/ftc-staples-essendant-merger/","-16.50","42.50"
"Intercept","https://theintercept.com/2019/02/26/decriminalize-sex-work-new-york/","-20.00","33.25"
"Intercept","https://theintercept.com/2019/02/26/democratic-party-centrism-aoc-sanders-warren/","-22.75","30.75"
"Intercept","https://theintercept.com/2019/02/25/green-new-deal-democrats/","-17.50","37.50"
"Intercept","https://theintercept.com/2019/03/18/new-zealand-mosque-shooter-manifesto/","-15.50","30.25"
"Intercept","https://theintercept.com/2019/03/15/youth-climate-strike/","-23.75","32.25"
"Intercept","https://theintercept.com/2019/04/16/consumer-privacy-laws-california/","-4.50","48.75"
"Intercept","https://theintercept.com/2019/04/15/julian-assange-health-medical-care/","-8.00","44.00"
"Intercept","https://theintercept.com/2019/04/11/the-u-s-governments-indictment-of-julian-assange-poses-grave-threats-to-press-freedoms/","-5.75","44.25"
"Intercept","https://theintercept.com/2019/04/14/democrats-not-defend-ilhan-omar/","-28.00","24.50"
"Jacobin","https://www.jacobinmag.com/2019/03/aoc-public-schools-education-reform-queens-parents","-19.33","44.33"
"Jacobin","https://www.jacobinmag.com/2019/03/amlo-presidency-morena-sovereignty-environment-policing","-16.67","44.67"
"Jacobin","https://jacobinmag.com/2019/04/brexit-ukip-farage-sargon-of-akkad","-20.33","41.00"
"Jacobin","https://jacobinmag.com/2019/04/center-for-american-progress-tanden-israel-omar","-18.67","37.67"
"Jacobin","https://jacobinmag.com/2019/04/bernie-sanders-immigrant-rights-border-policy","-21.00","45.33"
"Jacobin","https://jacobinmag.com/2019/04/ilhan-omar-trump-democrats-september-11","-24.67","28.00"
"Jacobin","https://jacobinmag.com/2019/04/innovation-language-of-capitalism-ideology-disruption","-17.33","30.33"
"Jacobin","https://www.jacobinmag.com/2019/02/socialist-foreign-policy-bernie-sanders-us-military","-25.75","26.25"
"Jacobin","https://www.jacobinmag.com/2019/02/worker-strikes-2018-bureau-labor-statistics","-19.00","30.50"
"Jacobin","https://www.jacobinmag.com/2019/02/chicago-election-2019-socialists-rahm","-15.25","25.00"
"Jacobin","https://www.jacobinmag.com/2019/02/childcare-elizabeth-warren-family-policy","-24.25","23.00"
"Jacobin","https://www.jacobinmag.com/2019/02/oakland-teachers-strike-closures-privatization","-26.75","22.50"
"Jacobin","https://www.jacobinmag.com/2019/03/bloody-sunday-british-colonialism-trial","-18.25","40.00"
"Jacobin","https://www.jacobinmag.com/2019/03/beto-orourke-democratic-presidential-campaign","-10.75","37.25"
"Jacobin","https://www.jacobinmag.com/2019/03/german-revolution-1919-strikes-uprising-democracy","-20.75","46.25"
"LA Times","https://www.latimes.com/local/lanow/la-me-ln-los-angeles-atmospheric-river-storms-20190226-story.html","0.00","59.67"
"LA Times","https://www.latimes.com/politics/la-na-pol-congress-prescription-drug-prices-executives-20190226-story.html","-2.00","46.33"
"LA Times","https://www.latimes.com/politics/la-na-pol-michael-cohen-trump-oversight-hearing-20190226-story.html","-12.00","39.00"
"LA Times","https://www.latimes.com/business/hollywood/la-fi-ct-fox-spinoff-20190319-story.html","0.00","53.67"
"LA Times","https://www.latimes.com/politics/la-na-pol-devin-nunes-twitter-lawsuit-parody-cow-20190319-story.html","-5.00","49.67"
"LA Times","https://www.latimes.com/politics/la-na-pol-trump-mueller-rage-media-tirade-20190423-story.html","-12.00","34.67"
"LA Times","https://www.latimes.com/local/california/la-me-ln-measles-outbreaks-los-angeles-colleges-20190423-story.html","-0.67","53.33"
"LA Times","https://www.latimes.com/politics/la-pol-ca-police-use-of-force-bill-20190423-story.html","-1.33","53.00"
"LA Times","https://www.latimes.com/politics/la-pol-ca-senate-bill-50-los-angeles-20190423-story.html","-2.33","46.67"
"LA Times","https://www.latimes.com/world/la-fg-north-korea-donald-trump-vietnam-20190226-story.html","-3.75","53.50"
"LA Times","https://www.latimes.com/politics/la-na-pol-border-construction-national-emergency-20190226-story.html","-4.25","49.75"
"LA Times","https://www.latimes.com/world/la-fg-britain-theresa-may-brexit-20190226-story.html","-1.50","50.50"
"LA Times","https://www.latimes.com/projects/la-na-pol-michael-cohen-testimony-guide/#nt=oft-Single%20Chain~Flex%20Feature~hp-centerpiece-chain~cohen-explainer-1030a~~1~yes-art~curated~curatedpage","-2.00","46.25"
"LA Times","https://www.latimes.com/politics/la-na-pol-house-emergency-declaration-vote-20190226-story.html","-5.00","39.75"
"LA Times","https://www.latimes.com/nation/la-na-amtrak-oregon-tree-20190226-story.html","0.00","58.00"
"LA Times","https://www.latimes.com/local/california/la-me-ln-hepatitis-la-clinic-20190226-story.html","0.75","51.50"
"LA Times","https://www.latimes.com/business/la-fi-lion-air-boeing-737-pilot-20190319-story.html","-0.50","46.00"
"LA Times","https://www.latimes.com/business/hollywood/la-fi-ct-disney-fox-iger-20190319-story.html","0.00","46.75"
"LA Times","https://www.latimes.com/local/lanow/la-me-college-admissions-scandal-parents-cooperation-20190319-story.html","-1.50","50.75"
"LA Times","https://www.latimes.com/local/lanow/la-me-uc-berkeley-crew-college-admissions-scandal-20190319-story.html","0.00","49.25"
"LA Times","https://www.latimes.com/business/la-fi-disney-fox-lot-real-estate-20190319-story.html","-0.75","53.75"
"LA Times","https://www.latimes.com/politics/la-na-pol-trump-bolsonaro-brazil-press-conference-20190319-story.html","-11.25","47.50"
"LA Times","https://www.latimes.com/local/lanow/la-me-secret-police-files-20190319-story.html","-3.50","50.00"
"LA Times","https://www.latimes.com/business/technology/la-fi-col1-mars-venture-capital-desert-party-20190423-story.html","-3.75","47.00"
"LA Times","https://www.latimes.com/politics/la-na-pol-trump-border-visa-overstays-20190422-story.html","-4.75","48.75"
"LA Times","https://www.latimes.com/business/la-fi-newsom-california-high-gas-prices-20190423-story.html","-2.25","48.75"
"LA Times","https://www.latimes.com/local/lanow/la-me-judge-orders-more-sleep-female-inmates-20190423-story.html","0.00","55.25"
"LA Times","https://www.latimes.com/politics/la-na-pol-census-citizenship-question-trump-ross-20190423-story.html","-10.00","42.50"
"LA Times","https://www.latimes.com/world/la-fg-sri-lanka-easter-bombings-motivation-20190423-story.html","0.50","52.00"
"Life News","https://www.lifenews.com/2019/03/19/pro-abortion-2020-candidate-beto-orourke-fantasized-about-running-over-children-with-a-car/","26.33","32.33"
"Life News","https://www.lifenews.com/2019/03/19/packed-theater-gives-unplanned-movie-standing-ovation-after-glitzy-hollywood-premier/","22.67","21.67"
"Life News","https://www.lifenews.com/2019/04/16/massachusetts-bill-would-legalize-abortions-up-to-birth-babies-born-alive-after-abortion-can-be-left-to-die/","24.33","27.33"
"Life News","https://www.lifenews.com/2019/04/16/alabama-bill-would-ban-abortions-and-make-killing-unborn-babies-a-felony/","27.67","24.67"
"Life News","https://www.lifenews.com/2019/03/19/actress-alyssa-milano-refuses-to-call-people-against-abortion-pro-life-theyre-just-anti-choice/","9.25","35.00"
"Life News","https://www.lifenews.com/2019/03/19/watch-beto-orourke-supports-taxpayer-funded-third-trimester-abortions/","19.50","27.00"
"Life News","https://www.lifenews.com/2019/03/19/two-catholic-priests-go-inside-abortion-clinics-to-save-babies-from-abortion/","21.25","26.00"
"Life News","https://www.lifenews.com/2019/04/16/abortion-activists-crazy-claim-unplanned-movie-will-radicalize-pro-lifers-make-them-violent/","23.00","29.00"
"Life News","https://www.lifenews.com/2019/04/16/teachers-unions-push-abortions-on-children-as-young-as-12-without-their-parents-knowledge/","30.00","23.25"
"Life News","https://www.lifenews.com/2019/04/16/abortionist-who-is-a-convicted-sex-offender-may-have-to-close-his-seven-abortion-clinics/","27.75","21.00"
"Marketwatch","https://www.marketwatch.com/story/the-current-bubble-could-take-two-paths-on-this-chart-one-is-nastier-than-the-other-2019-02-26","1.33","28.67"
"Marketwatch","https://www.marketwatch.com/story/house-poised-to-pass-bill-blocking-trumps-border-emergency-2019-02-26","0.33","48.67"
"Marketwatch","https://www.marketwatch.com/story/powells-fed-seems-to-be-ready-to-junk-the-dot-plot-2019-03-19?mod=mw_theo_homepage","0.00","36.67"
"Marketwatch","https://www.marketwatch.com/story/why-flights-to-hawaii-could-soon-be-30-cheaper-2019-02-26","3.00","46.50"
"Marketwatch","https://www.marketwatch.com/story/congresswoman-asks-equifax-ceo-for-his-personal-data-as-she-hammers-companys-legal-moves-2019-02-26","-1.00","50.00"
"Marketwatch","https://www.marketwatch.com/story/weight-watchers-reports-mixed-q4-results-weaker-2019-guidance-2019-02-26","0.75","58.00"
"Marketwatch","https://www.marketwatch.com/story/the-economic-slowdown-looks-like-a-hiccup-but-then-what-2019-03-19?mod=mw_theo_homepage","-12.75","28.75"
"Marketwatch","https://www.marketwatch.com/story/brexit-brief-may-to-ask-for-delay-despite-eus-hardened-stance-2019-03-20?mod=mw_theo_homepage","-6.00","47.25"
"Marketwatch","https://www.marketwatch.com/story/bayer-leads-europe-markets-down-after-us-court-finds-cancer-link-2019-03-20?mod=mw_theo_homepage","0.75","50.25"
"Marketwatch","https://www.marketwatch.com/story/netflix-reports-record-subscriber-gains-but-forecast-hurts-stock-2019-04-16?mod=mw_theo_homepage","0.25","50.75"
"Marketwatch","https://www.marketwatch.com/story/qualcomm-gets-big-windfall-in-surprise-settlement-but-apple-may-have-saved-the-iphone-from-5g-doom-2019-04-16?mod=mw_theo_homepage","0.25","48.00"
"Marketwatch","https://www.marketwatch.com/story/asian-markets-little-changed-as-chinas-economy-holds-steady-2019-04-16?mod=mw_theo_homepage","1.00","52.25"
"Marketwatch","https://www.marketwatch.com/story/blackrocks-fink-says-stock-market-at-risk-of-a-melt-up-not-a-meltdown-2019-04-16?mod=mw_theo_homepage","4.50","36.25"
"Marketwatch","https://www.marketwatch.com/story/trump-vetoes-bill-to-end-us-military-aid-for-saudis-in-yemen-war-2019-04-16?mod=mw_theo_homepage","0.00","49.50"
"Mother Jones","https://www.motherjones.com/politics/2019/02/jacob-wohl-banned-twitter/","-13.00","54.00"
"Mother Jones","https://www.motherjones.com/politics/2019/03/mark-penn-memo-obama-clinton/","-23.00","31.00"
"Mother Jones","https://www.motherjones.com/politics/2019/02/you-only-get-one-first-date-now-comes-the-hard-part-for-trump-and-kim-jong-un/","-1.75","41.50"
"Mother Jones","https://www.motherjones.com/politics/2019/02/heres-what-congress-should-ask-michael-cohen/","-17.00","27.75"
"Mother Jones","https://www.motherjones.com/politics/2019/02/mark-harris-stony-rushing-north-carolina-confederate-flag/","-14.50","21.50"
"Mother Jones","https://www.motherjones.com/politics/2019/02/trump-bypassed-lawmakers-to-build-his-wall-heres-how-they-are-fighting-back/","-23.75","35.25"
"Mother Jones","https://www.motherjones.com/politics/2019/03/trump-wants-to-reward-brazils-far-right-president-with-special-nato-status/","-6.25","51.25"
"Mother Jones","https://www.motherjones.com/politics/2019/03/facebook-settles-civil-rights-lawsuits-over-ad-discrimination/","-12.00","46.25"
"Mother Jones","https://www.motherjones.com/politics/2019/03/trump-calls-kellyanne-conways-husband-a-total-loser/","-16.75","37.00"
"Mother Jones","https://www.motherjones.com/media/2019/04/anna-merlan-republic-of-lies-rise-conspiracy-theories-donald-trump/","-16.50","40.75"
"Mother Jones","https://www.motherjones.com/politics/2019/04/trump-doubles-down-on-plan-to-release-migrants-in-sanctuary-cities/","-9.75","41.25"
"Mother Jones","https://www.motherjones.com/environment/2019/04/elizabeth-warren-climate-change-military-pentagon-donald-trump/","-21.50","45.00"
"Mother Jones","https://www.motherjones.com/environment/2019/04/california-lawmaker-anti-vaxxers-shady-doctors/","-8.75","48.00"
"Mother Jones","https://www.motherjones.com/environment/2019/04/a-shocking-discovery-shows-just-how-far-wind-can-carry-microplastics/","-9.00","45.00"
"Mother Jones","https://www.motherjones.com/politics/2019/03/florida-lawmakers-weaken-amendment-four-felon-voting-rights/","-15.26","39.37"
"MSNBC","https://www.nbcnews.com/politics/donald-trump/trump-i-was-never-fan-john-mccain-i-never-will-n984971","-6.33","42.33"
"MSNBC","https://www.nbcnews.com/news/world/trump-vetoes-measure-end-u-s-involvement-yemen-war-n995281","-2.67","50.67"
"MSNBC","https://www.msnbc.com/the-beat-with-ari/watch/greenpeace-swamp-activist-who-trolled-trump-takes-over-the-news-1495795779714","-10.00","43.33"
"MSNBC","https://www.nbcnews.com/politics/immigration/ruling-attorney-general-barr-means-thousands-more-migrants-may-wait-n995246","-5.33","53.00"
"MSNBC","https://www.nbcnews.com/politics/congress/gop-s-getting-scared-ocasio-cortez-swipes-back-after-republican-n995501","-18.67","36.33"
"MSNBC","https://www.nbcnews.com/news/world/notre-dame-fire-macron-s-vow-rebuild-cathedral-unrealistic-experts-n995311","1.00","44.33"
"MSNBC","Morning Joe","-15.67","42.00"
"MSNBC","MSNBC Live with Stephanie Ruhle","-11.00","36.00"
"MSNBC","MSNBC Live with Hallie Jackson","-23.00","30.67"
"MSNBC","Velshi & Ruhle","-15.33","39.33"
"MSNBC","MSNBC Live with Ali Velshi","-21.00","28.67"
"MSNBC","MTP Daily","-16.33","39.67"
"MSNBC","The Beat With Ari Melber","-11.33","31.33"
"MSNBC","Hardball with Chris Matthews","-27.33","23.33"
"MSNBC","The Rachel Maddow Show","-14.33","36.67"
"MSNBC","The Last Word with Lawrence O'Donnell","-30.00","31.67"
"MSNBC","The 11th Hour with Brian Williams","-19.33","41.67"
